,id,date_,x,y,tech,cap,height,azimuth,spd,trf,subs
114,5793371,2016-09-19,-200.0,-2800.0,5,3.25,25.97,70.0,6.666477079,0.38133,27.7214632
115,5793371,2016-01-14,-200.0,-2800.0,5,3.25,25.97,70.0,11.44193186,2.72506,824.9578862
116,5793371,2016-02-15,-200.0,-2800.0,5,3.25,25.97,70.0,6.749661221,3.30486,348.4340947
117,5793371,2016-03-15,-200.0,-2800.0,5,3.25,25.97,70.0,8.962976063,1.15737,338.283134
118,5793371,2016-03-29,-200.0,-2800.0,5,3.25,25.97,70.0,7.072417654,1.71487,346.4273276
119,5793371,2016-04-16,-200.0,-2800.0,5,3.25,25.97,70.0,1.782021773,2.05383,12.94800234
120,5793371,2016-05-17,-200.0,-2800.0,5,3.25,25.97,70.0,6.901848856,0.36572,6.563862085
121,5793371,2016-06-18,-200.0,-2800.0,5,3.25,25.97,70.0,0.333166105,1.05033,9.558855295
122,5793371,2016-10-08,-200.0,-2800.0,5,3.25,25.97,70.0,5.832057211,0.446,92.2631247
123,5793371,2016-10-22,-200.0,-2800.0,5,3.25,25.97,70.0,3.220005369,0.39025,38.0745585
124,5793371,2016-09-09,-200.0,-2800.0,5,3.25,25.97,70.0,7.435458638,0.39248,49.39094687
125,5793371,2016-01-13,-200.0,-2800.0,5,3.25,25.97,70.0,4.126630327,4.13888,245.7272558
126,5793371,2016-02-14,-200.0,-2800.0,5,3.25,25.97,70.0,14.2966824,4.1032,1340.228953
127,5793371,2016-03-14,-200.0,-2800.0,5,3.25,25.97,70.0,5.390566941,1.84644,213.0790257
128,5793371,2016-04-15,-200.0,-2800.0,5,3.25,25.97,70.0,6.271714252,0.93883,61.24560905
129,5793371,2016-04-29,-200.0,-2800.0,5,3.25,25.97,70.0,16.82581938,0.49283,262.6768594
130,5793371,2016-05-16,-200.0,-2800.0,5,3.25,25.97,70.0,1.328991459,0.8697,14.94923043
131,5793371,2016-05-30,-200.0,-2800.0,5,3.25,25.97,70.0,10.5530969,1.43166,459.2079937
132,5793371,2016-06-17,-200.0,-2800.0,5,3.25,25.97,70.0,2.295798967,0.41478,4.150570393
133,5793371,2016-07-18,-200.0,-2800.0,5,3.25,25.97,70.0,3.802814727,0.12042,32.59300065
134,5793371,2016-10-07,-200.0,-2800.0,5,3.25,25.97,70.0,2.092007465,1.70595,16.86752129
135,5793371,2016-10-21,-200.0,-2800.0,5,3.25,25.97,70.0,2.407550865,1.0927,7.264682293
136,5793371,2016-05-31,-200.0,-2800.0,5,3.25,25.97,70.0,6.381350848,0.223,36.19964552
137,5793371,2016-07-01,-200.0,-2800.0,5,3.25,25.97,70.0,5.639204618,0.81841,563.5831368
138,5793371,2016-08-02,-200.0,-2800.0,5,3.25,25.97,70.0,7.901077695,0.20739,82.30028868
139,5793371,2016-09-03,-200.0,-2800.0,5,3.25,25.97,70.0,1.927315725,0.35011,14.0532465
140,5793371,2016-01-11,-200.0,-2800.0,5,3.25,25.97,70.0,6.805546281,2.84325,550.2410042
141,5793371,2016-02-12,-200.0,-2800.0,5,3.25,25.97,70.0,17.0046518,1.76616,1527.943526
142,5793371,2016-03-12,-200.0,-2800.0,5,3.25,25.97,70.0,6.658346559,2.56227,433.5780654
143,5793371,2016-04-13,-200.0,-2800.0,5,3.25,25.97,70.0,0.0,0.73367,214.2216892
144,5793371,2016-05-14,-200.0,-2800.0,5,3.25,25.97,70.0,9.779511363,0.63778,64.8750968
145,5793371,2016-06-15,-200.0,-2800.0,5,3.25,25.97,70.0,9.701965003,0.49283,495.8621156
146,5793371,2016-06-29,-200.0,-2800.0,5,3.25,25.97,70.0,9.793888718,0.32558,64.719419
147,5793371,2016-07-16,-200.0,-2800.0,5,3.25,25.97,70.0,5.30994071,0.14049,26.05056
148,5793371,2016-07-30,-200.0,-2800.0,5,3.25,25.97,70.0,3.305380276,0.32558,6.412128687
149,5793371,2016-08-17,-200.0,-2800.0,5,3.25,25.97,70.0,2.017148067,0.78719,28.24725604
150,5793371,2016-09-18,-200.0,-2800.0,5,3.25,25.97,70.0,8.026306455,0.32558,72.73586297
151,5793371,2016-10-05,-200.0,-2800.0,5,3.25,25.97,70.0,6.028406474,0.38356,75.36919117
152,5793371,2016-10-19,-200.0,-2800.0,5,3.25,25.97,70.0,9.599328258,0.41478,370.8587809
153,5793371,2016-07-31,-200.0,-2800.0,5,3.25,25.97,70.0,4.530610914,0.09366,6.397234917
154,5793371,2016-09-01,-200.0,-2800.0,5,3.25,25.97,70.0,9.46031566,1.09047,734.8725119
155,5793371,2016-01-10,-200.0,-2800.0,5,3.25,25.97,70.0,10.18182235,3.01942,1185.922727
156,5793371,2016-02-11,-200.0,-2800.0,5,3.25,25.97,70.0,6.365091943,1.76839,358.7875204
157,5793371,2016-03-11,-200.0,-2800.0,5,3.25,25.97,70.0,10.87233091,1.98916,236.9607365
158,5793371,2016-04-12,-200.0,-2800.0,5,3.25,25.97,70.0,9.25873152,0.43931,183.1829147
159,5793371,2016-05-13,-200.0,-2800.0,5,3.25,25.97,70.0,8.203863847,0.57088,18.49139595
160,5793371,2016-06-14,-200.0,-2800.0,5,3.25,25.97,70.0,18.43940764,0.73813,1109.646025
161,5793371,2016-07-15,-200.0,-2800.0,5,3.25,25.97,70.0,10.90824948,0.09366,86.17765975
162,5793371,2016-07-29,-200.0,-2800.0,5,3.25,25.97,70.0,4.643981259,0.28098,98.99489379
163,5793371,2016-08-16,-200.0,-2800.0,5,3.25,25.97,70.0,14.24701969,0.54858,529.9292061
164,5793371,2016-08-30,-200.0,-2800.0,5,3.25,25.97,70.0,3.529633979,0.28098,40.2929461
165,5793371,2016-09-17,-200.0,-2800.0,5,3.25,25.97,70.0,5.042601014,0.83625,166.4963505
166,5793371,2016-10-04,-200.0,-2800.0,5,3.25,25.97,70.0,7.099456056,0.36572,72.46741843
167,5793371,2016-01-16,-200.0,-2800.0,5,3.25,25.97,70.0,8.603838391,2.6537,747.3928041
168,5793371,2016-01-30,-200.0,-2800.0,5,3.25,25.97,70.0,3.991092285,3.94933,221.7333736
169,5793371,2016-02-17,-200.0,-2800.0,5,3.25,25.97,70.0,9.818461116,2.16533,684.7043483
170,5793371,2016-03-17,-200.0,-2800.0,5,3.25,25.97,70.0,4.274443738,2.14749,88.11911082
171,5793371,2016-04-18,-200.0,-2800.0,5,3.25,25.97,70.0,1.625426275,0.83625,6.692241192
172,5793371,2016-10-24,-200.0,-2800.0,5,3.25,25.97,70.0,3.958523003,0.30997,32.90382123
173,5793371,2016-04-09,-200.0,-2800.0,5,3.25,25.97,70.0,4.09937863,0.83402,52.23717809
174,5793371,2016-05-10,-200.0,-2800.0,5,3.25,25.97,70.0,1.572642132,1.42497,22.1004169
175,5793371,2016-06-11,-200.0,-2800.0,5,3.25,25.97,70.0,10.22823646,0.33227,6.699311733
176,5793371,2016-07-12,-200.0,-2800.0,5,3.25,25.97,70.0,6.493490354,0.76712,49.3507607
177,5793371,2016-08-13,-200.0,-2800.0,5,3.25,25.97,70.0,2.534429693,0.10481,14.02447391
178,5793371,2016-09-14,-200.0,-2800.0,5,3.25,25.97,70.0,5.038684292,0.41255,121.5032332
179,5793371,2016-10-01,-200.0,-2800.0,5,3.25,25.97,70.0,9.339959296,0.55081,663.8601773
180,5793371,2016-04-30,-200.0,-2800.0,5,3.25,25.97,70.0,8.196072325,0.20962,3.49126339
181,5793371,2016-06-01,-200.0,-2800.0,5,3.25,25.97,70.0,4.131762739,0.23638,15.0119369
182,5793371,2016-07-02,-200.0,-2800.0,5,3.25,25.97,70.0,5.71773334,0.52628,185.6300039
183,5793371,2016-08-03,-200.0,-2800.0,5,3.25,25.97,70.0,2.813934496,0.26537,13.11636829
184,5793371,2016-09-04,-200.0,-2800.0,5,3.25,25.97,70.0,7.135386924,0.25645,63.34592175
185,5793371,2016-01-04,-200.0,-2800.0,5,3.25,25.97,70.0,12.12038323,1.86874,651.7659848
186,5793371,2016-02-05,-200.0,-2800.0,5,3.25,25.97,70.0,5.810972905,0.87862,240.8630879
187,5793371,2016-03-05,-200.0,-2800.0,5,3.25,25.97,70.0,13.37911116,1.13284,211.2327936
188,5793371,2016-03-19,-200.0,-2800.0,5,3.25,25.97,70.0,1.877450124,1.94233,59.62972808
189,5793371,2016-04-06,-200.0,-2800.0,5,3.25,25.97,70.0,10.45155856,1.37591,512.5601091
190,5793371,2016-04-20,-200.0,-2800.0,5,3.25,25.97,70.0,7.505436467,0.30774,30.17471027
191,5793371,2016-05-07,-200.0,-2800.0,5,3.25,25.97,70.0,6.161011588,1.5833,13.39284062
192,5793371,2016-05-21,-200.0,-2800.0,5,3.25,25.97,70.0,8.050441107,0.57088,88.65022755
193,5793371,2016-06-08,-200.0,-2800.0,5,3.25,25.97,70.0,9.522376504,0.35903,82.95628333
194,5793371,2016-06-22,-200.0,-2800.0,5,3.25,25.97,70.0,6.231667336,0.72698,154.2157958
195,5793371,2016-07-23,-200.0,-2800.0,5,3.25,25.97,70.0,15.27711752,0.20962,218.2481606
196,5793371,2016-08-24,-200.0,-2800.0,5,3.25,25.97,70.0,3.657329429,0.20962,16.25404429
197,5793371,2016-09-25,-200.0,-2800.0,5,3.25,25.97,70.0,0.956959784,1.07486,12.4540689
198,5793371,2016-10-12,-200.0,-2800.0,5,3.25,25.97,70.0,6.16283358,0.35234,81.25319815
199,5793371,2016-01-17,-200.0,-2800.0,5,3.25,25.97,70.0,6.925759581,2.53774,492.9793804
200,5793371,2016-01-31,-200.0,-2800.0,5,3.25,25.97,70.0,3.682832639,2.63363,279.3444831
201,5793371,2016-02-18,-200.0,-2800.0,5,3.25,25.97,70.0,1.260063548,0.98566,35.63468146
202,5793371,2016-03-18,-200.0,-2800.0,5,3.25,25.97,70.0,6.216522755,1.65466,172.5934231
203,5793371,2016-10-25,-200.0,-2800.0,5,3.25,25.97,70.0,9.573495519,0.41478,40.93171287
204,5793371,2016-01-03,-200.0,-2800.0,5,3.25,25.97,70.0,7.028627164,1.48072,729.816052
205,5793371,2016-02-04,-200.0,-2800.0,5,3.25,25.97,70.0,7.362288474,2.58234,658.295433
206,5793371,2016-03-04,-200.0,-2800.0,5,3.25,25.97,70.0,5.613242684,1.64574,256.7597551
207,5793371,2016-04-05,-200.0,-2800.0,5,3.25,25.97,70.0,0.0,2.23,264.7117906
208,5793371,2016-04-19,-200.0,-2800.0,5,3.25,25.97,70.0,9.138756016,0.57088,286.0742748
209,5793371,2016-05-06,-200.0,-2800.0,5,3.25,25.97,70.0,10.37638771,0.38802,215.5410533
210,5793371,2016-05-20,-200.0,-2800.0,5,3.25,25.97,70.0,4.587615059,0.49506,5.18451643
211,5793371,2016-06-07,-200.0,-2800.0,5,3.25,25.97,70.0,4.525391481,0.63555,9.470242739
212,5793371,2016-06-21,-200.0,-2800.0,5,3.25,25.97,70.0,4.627838457,0.34342,193.9989836
213,5793371,2016-07-08,-200.0,-2800.0,5,3.25,25.97,70.0,5.058884767,0.70691,82.71278501
214,5793371,2016-07-22,-200.0,-2800.0,5,3.25,25.97,70.0,1.029984849,1.14845,9.550539017
215,5793371,2016-08-23,-200.0,-2800.0,5,3.25,25.97,70.0,4.219517111,0.66008,48.52989078
216,5793371,2016-09-24,-200.0,-2800.0,5,3.25,25.97,70.0,11.64528241,0.61548,35.77739835
217,5793371,2016-10-11,-200.0,-2800.0,5,3.25,25.97,70.0,5.84809786,0.96336,118.0531394
218,5793371,2016-01-28,-200.0,-2800.0,5,3.25,25.97,70.0,3.05366962,3.74417,170.4619958
219,5793371,2016-01-18,-200.0,-2800.0,5,3.25,25.97,70.0,4.714173468,4.237,416.6332219
220,5793371,2016-02-19,-200.0,-2800.0,5,3.25,25.97,70.0,3.005875928,1.83975,65.95796752
221,5793371,2016-10-26,-200.0,-2800.0,5,3.25,25.97,70.0,8.792503154,1.12169,73.92759013
